"DATA/4696/","H4696_0000_P12.IMG","H4696_0000_P22.IMG",-82.65484,169.39661,-85,170
"DATA/4542/","H4542_0000_P12.IMG","H4542_0000_P22.IMG",-83.00031,180.51356,-85,180
"DATA/4685/","H4685_0000_P12.IMG","H4685_0000_P22.IMG",-83.05465,177.66713,-85,180
"DATA/4520/","H4520_0000_P12.IMG","H4520_0000_P22.IMG",-83.33631,186.37483,-85,185
"DATA/4582/","H4582_0000_P12.IMG","H4582_0000_P22.IMG",-85.15513,186.92460,-85,185
"DATA/6818/","H6818_0000_P12.IMG","H6818_0000_P22.IMG",-84.66374,189.38854,-85,190
"DATA/2626/","H2626_0000_P12.IMG","H2626_0000_P22.IMG",-82.84248,195.70801,-85,195
"DATA/6875/","H6875_0000_P12.IMG","H6875_0000_P22.IMG",-84.23930,195.45501,-85,195
"DATA/2362/","H2362_0000_P12.IMG","H2362_0000_P22.IMG",-82.64358,206.99397,-85,205
"DATA/6742/","H6742_0000_P12.IMG","H6742_0000_P22.IMG",-86.08060,205.39905,-85,205
"DATA/6871/","H6871_0000_P12.IMG","H6871_0000_P22.IMG",-86.40051,218.70834,-85,220
"DATA/2153/","H2153_0000_P12.IMG","H2153_0000_P22.IMG",-84.88382,225.85295,-85,225
"DATA/4545/","H4545_0000_P12.IMG","H4545_0000_P22.IMG",-85.06900,232.09593,-85,230
"DATA/6849/","H6849_0000_P12.IMG","H6849_0000_P22.IMG",-87.19199,233.13134,-85,235
"DATA/2303/","H2303_0000_P12.IMG","H2303_0000_P22.IMG",-84.12644,242.13046,-85,240
"DATA/4534/","H4534_0000_P12.IMG","H4534_0000_P22.IMG",-85.69430,239.05744,-85,240
"DATA/6621/","H6621_0000_P12.IMG","H6621_0000_P22.IMG",-85.53433,244.32785,-85,245
"DATA/2618/","H2618_0000_P12.IMG","H2618_0000_P22.IMG",-82.55378,261.78817,-85,260
"DATA/6842/","H6842_0000_P12.IMG","H6842_0000_P22.IMG",-85.74246,277.37493,-85,275
"DATA/4972/","H4972_0001_P12.IMG","H4972_0001_P22.IMG",-83.87545,282.16707,-85,280
"DATA/2514/","H2514_0000_P12.IMG","H2514_0000_P22.IMG",-84.29280,285.87107,-85,285
"DATA/4492/","H4492_0000_P12.IMG","H4492_0000_P22.IMG",-86.51469,296.22037,-85,295
"DATA/6567/","H6567_0000_P12.IMG","H6567_0000_P22.IMG",-82.61378,309.52693,-85,310
"DATA/4559/","H4559_0000_P12.IMG","H4559_0000_P22.IMG",-82.59389,313.51635,-85,315
"DATA/4537/","H4537_0000_P12.IMG","H4537_0000_P22.IMG",-82.64692,320.14510,-85,320
"DATA/6984/","H6984_0000_P12.IMG","H6984_0000_P22.IMG",-85.82482,322.17951,-85,320
"DATA/4566/","H4566_0000_P12.IMG","H4566_0000_P22.IMG",-84.32031,336.49321,-85,335
"DATA/2434/","H2434_0000_P12.IMG","H2434_0000_P22.IMG",-82.61674,341.89980,-85,340
"DATA/6908/","H6908_0000_P12.IMG","H6908_0000_P22.IMG",-85.52178,345.81515,-85,345
"DATA/6845/","H6845_0000_P12.IMG","H6845_0000_P22.IMG",-82.86188,356.88561,-85,355
"DATA/2595/","H2595_0000_P12.IMG","H2595_0000_P22.IMG",-83.66529,358.18813,-85,360
"DATA/6613/","H6613_0000_P12.IMG","H6613_0000_P22.IMG",-86.77167,358.83150,-85,360
"DATA/4489/","H4489_0000_P12.IMG","H4489_0000_P22.IMG",-78.60400,  2.38352,-80,0
"DATA/2628/","H2628_0000_P12.IMG","H2628_0000_P22.IMG",-82.09929,  3.24522,-80,5
"DATA/4727/","H4727_0000_P12.IMG","H4727_0000_P22.IMG",-78.31023,  6.78732,-80,5
"DATA/2375/","H2375_0000_P12.IMG","H2375_0000_P22.IMG",-79.73821, 11.93238,-80,10
"DATA/4456/","H4456_0000_P12.IMG","H4456_0000_P22.IMG",-77.99820,  9.71995,-80,10
"DATA/4705/","H4705_0000_P12.IMG","H4705_0000_P22.IMG",-78.94861, 13.65003,-80,15
"DATA/4694/","H4694_0000_P12.IMG","H4694_0000_P22.IMG",-79.16596, 20.31085,-80,20
"DATA/6777/","H6777_0000_P12.IMG","H6777_0000_P22.IMG",-78.92115, 19.10964,-80,20
"DATA/2287/","H2287_0000_P12.IMG","H2287_0000_P22.IMG",-81.16249, 26.58233,-80,25
"DATA/2430/","H2430_0000_P12.IMG","H2430_0000_P22.IMG",-78.58931, 26.25580,-80,25
"DATA/6834/","H6834_0000_P12.IMG","H6834_0000_P22.IMG",-79.55192, 28.55045,-80,30
"DATA/6759/","H6759_0000_P12.IMG","H6759_0000_P22.IMG",-80.02701, 36.64670,-80,35
"DATA/2228/","H2228_0000_P12.IMG","H2228_0000_P22.IMG",-82.09267, 53.31505,-80,55
"DATA/4210/","H4210_0000_P12.IMG","H4210_0000_P22.IMG",-82.39992, 53.79666,-80,55
"DATA/4752/","H4752_0000_P12.IMG","H4752_0000_P22.IMG",-78.41400, 64.41115,-80,65
"DATA/4730/","H4730_0000_P12.IMG","H4730_0000_P22.IMG",-78.56503, 72.37207,-80,70
"DATA/6773/","H6773_0000_P12.IMG","H6773_0000_P22.IMG",-77.95817, 68.23018,-80,70
"DATA/8841/","H8841_0000_P12.IMG","H8841_0000_P22.IMG",-79.96509, 67.63382,-80,70
"DATA/2162/","H2162_0000_P12.IMG","H2162_0000_P22.IMG",-80.16652, 73.78662,-80,75
"DATA/2631/","H2631_0000_P12.IMG","H2631_0000_P22.IMG",-79.71091, 73.14075,-80,75
"DATA/4708/","H4708_0000_P12.IMG","H4708_0000_P22.IMG",-81.30815, 74.98159,-80,75
"DATA/6855/","H6855_0000_P12.IMG","H6855_0000_P22.IMG",-81.73640, 76.04070,-80,75
"DATA/6950/","H6950_0000_P12.IMG","H6950_0000_P22.IMG",-79.16853, 73.79374,-80,75
"DATA/6730/","H6730_0000_P12.IMG","H6730_0000_P22.IMG",-78.67279, 79.12877,-80,80
"DATA/6755/","H6755_0000_P12.IMG","H6755_0000_P22.IMG",-78.52978, 81.95481,-80,80
"DATA/4686/","H4686_0000_P12.IMG","H4686_0000_P22.IMG",-81.30560, 83.22532,-80,85
"DATA/6680/","H6680_0000_P12.IMG","H6680_0000_P22.IMG",-79.29231, 83.81598,-80,85
"DATA/4576/","H4576_0000_P12.IMG","H4576_0000_P22.IMG",-78.50010, 88.25389,-80,90
"DATA/6907/","H6907_0000_P12.IMG","H6907_0000_P22.IMG",-79.74081, 89.62805,-80,90
"DATA/6957/","H6957_0000_P12.IMG","H6957_0000_P22.IMG",-80.24029, 89.81583,-80,90
"DATA/4477/","H4477_0000_P12.IMG","H4477_0000_P22.IMG",-80.93233, 95.84270,-80,95
"DATA/4543/","H4543_0000_P12.IMG","H4543_0000_P22.IMG",-78.72597, 95.17485,-80,95
"DATA/4554/","H4554_0009_P12.IMG","H4554_0009_P22.IMG",-78.15828, 93.25256,-80,95
"DATA/4770/","H4770_0000_P12.IMG","H4770_0000_P22.IMG",-78.17747, 95.93167,-80,95
"DATA/6737/","H6737_0000_P12.IMG","H6737_0000_P22.IMG",-80.33823, 92.60522,-80,95
"DATA/6762/","H6762_0000_P12.IMG","H6762_0000_P22.IMG",-80.18402, 93.89936,-80,95
"DATA/4737/","H4737_0000_P12.IMG","H4737_0000_P22.IMG",-79.86820,100.60508,-80,100
"DATA/6687/","H6687_0000_P12.IMG","H6687_0000_P22.IMG",-80.51433, 98.45670,-80,100
"DATA/2169/","H2169_0000_P12.IMG","H2169_0000_P22.IMG",-78.53171,106.03780,-80,105
"DATA/2627/","H2627_0000_P12.IMG","H2627_0000_P22.IMG",-79.78873,106.09715,-80,105
"DATA/4660/","H4660_0000_P12.IMG","H4660_0000_P22.IMG",-81.74047,105.00536,-80,105
"DATA/4715/","H4715_0000_P12.IMG","H4715_0000_P22.IMG",-81.04157,106.88056,-80,105
"DATA/4638/","H4638_0000_P12.IMG","H4638_0000_P22.IMG",-81.57857,112.55929,-80,115
"DATA/4693/","H4693_0000_P12.IMG","H4693_0000_P22.IMG",-81.68587,114.52089,-80,115
"DATA/6946/","H6946_0000_P12.IMG","H6946_0000_P22.IMG",-78.70341,116.51008,-80,115
"DATA/8749/","H8749_0000_P12.IMG","H8749_0000_P22.IMG",-78.72814,118.47829,-80,120
"DATA/4517/","H4517_0000_P12.IMG","H4517_0000_P22.IMG",-81.86361,123.59568,-80,125
"DATA/8756/","H8756_0000_P12.IMG","H8756_0000_P22.IMG",-80.29148,122.97036,-80,125
"DATA/4539/","H4539_0000_P12.IMG","H4539_0000_P22.IMG",-77.72864,135.45106,-80,135
"DATA/6953/","H6953_0000_P12.IMG","H6953_0000_P22.IMG",-80.36010,133.50008,-80,135
"DATA/2348/","H2348_0000_P12.IMG","H2348_0000_P22.IMG",-81.59422,150.31566,-80,150
"DATA/6815/","H6815_0000_P12.IMG","H6815_0000_P22.IMG",-78.75200,151.94200,-80,150
"DATA/4590/","H4590_0000_P12.IMG","H4590_0000_P22.IMG",-77.84517,157.21971,-80,155
"DATA/4623/","H4623_0000_P12.IMG","H4623_0000_P22.IMG",-77.92560,152.58165,-80,155
"DATA/4762/","H4762_0000_P12.IMG","H4762_0000_P22.IMG",-81.77451,152.82267,-80,155
"DATA/4579/","H4579_0000_P12.IMG","H4579_0000_P22.IMG",-78.19108,161.14846,-80,160
"DATA/4707/","H4707_0000_P12.IMG","H4707_0000_P22.IMG",-82.15780,161.06370,-80,160
"DATA/4436/","H4436_0000_P12.IMG","H4436_0000_P22.IMG",-79.78871,164.07679,-80,165
"DATA/2630/","H2630_0000_P12.IMG","H2630_0000_P22.IMG",-79.48880,171.76307,-80,170
"DATA/2432/","H2432_0000_P12.IMG","H2432_0000_P22.IMG",-82.28852,177.29482,-80,175
"DATA/2498/","H2498_0000_P12.IMG","H2498_0000_P22.IMG",-81.31317,175.46155,-80,175
"DATA/6729/","H6729_0000_P12.IMG","H6729_0000_P22.IMG",-78.94683,180.59199,-80,180
"DATA/6654/","H6654_0000_P12.IMG","H6654_0000_P22.IMG",-79.30629,185.39854,-80,185
"DATA/2179/","H2179_0000_P12.IMG","H2179_0000_P22.IMG",-80.97636,191.42721,-80,190
"DATA/4758/","H4758_0000_P12.IMG","H4758_0000_P22.IMG",-77.54945,201.42364,-80,200
"DATA/4648/","H4648_0000_P12.IMG","H4648_0000_P22.IMG",-80.77449,211.86709,-80,210
"DATA/4725/","H4725_0000_P12.IMG","H4725_0000_P22.IMG",-78.07264,209.25544,-80,210
"DATA/2428/","H2428_0000_P12.IMG","H2428_0000_P22.IMG",-79.19486,212.61482,-80,215
"DATA/4703/","H4703_0000_P12.IMG","H4703_0000_P22.IMG",-78.37654,216.00269,-80,215
"DATA/6952/","H6952_0000_P12.IMG","H6952_0000_P22.IMG",-78.68605,231.51245,-80,230
"DATA/6902/","H6902_0000_P12.IMG","H6902_0000_P22.IMG",-80.87451,237.49693,-80,235
"DATA/2197/","H2197_0000_P12.IMG","H2197_0000_P22.IMG",-78.67984,238.12905,-80,240
"DATA/2490/","H2490_0000_P12.IMG","H2490_0000_P22.IMG",-80.29271,245.96373,-80,245
"DATA/4633/","H4633_0000_P12.IMG","H4633_0000_P22.IMG",-77.85965,251.10809,-80,250
"DATA/4512/","H4512_0000_P12.IMG","H4512_0000_P22.IMG",-78.68436,259.76917,-80,260
"DATA/6966/","H6966_0000_P12.IMG","H6966_0000_P22.IMG",-77.66452,258.36939,-80,260
"DATA/2629/","H2629_0000_P12.IMG","H2629_0000_P22.IMG",-81.79323,264.56892,-80,265
"DATA/4490/","H4490_0000_P12.IMG","H4490_0000_P22.IMG",-78.94961,263.54142,-80,265
"DATA/4369/","H4369_0000_P12.IMG","H4369_0000_P22.IMG",-79.48892,274.07334,-80,275
"DATA/6853/","H6853_0000_P12.IMG","H6853_0000_P22.IMG",-80.92676,276.11205,-80,275
"DATA/4629/","H4629_0000_P12.IMG","H4629_0000_P22.IMG",-77.87427,281.71926,-80,280
"DATA/6828/","H6828_0000_P12.IMG","H6828_0000_P22.IMG",-77.83249,280.76428,-80,280
"DATA/4695/","H4695_0000_P12.IMG","H4695_0000_P22.IMG",-77.63541,282.85529,-80,285
"DATA/8853/","H8853_0000_P12.IMG","H8853_0000_P22.IMG",-77.88007,283.32585,-80,285
"DATA/4508/","H4508_0000_P12.IMG","H4508_0000_P22.IMG",-79.33424,292.05577,-80,290
"DATA/4596/","H4596_0000_P12.IMG","H4596_0000_P22.IMG",-78.34661,289.31219,-80,290
"DATA/6753/","H6753_0000_P12.IMG","H6753_0000_P22.IMG",-78.28296,288.24520,-80,290
"DATA/6860/","H6860_0000_P12.IMG","H6860_0000_P22.IMG",-81.65612,288.38388,-80,290
"DATA/8867/","H8867_0000_P12.IMG","H8867_0000_P22.IMG",-78.43710,290.62164,-80,290
"DATA/2167/","H2167_0000_P12.IMG","H2167_0000_P22.IMG",-81.05731,296.53473,-80,295
"DATA/4552/","H4552_0000_P12.IMG","H4552_0000_P22.IMG",-79.86033,295.18815,-80,295
"DATA/4779/","H4779_0000_P12.IMG","H4779_0000_P22.IMG",-78.58142,295.68018,-80,295
"DATA/6785/","H6785_0000_P12.IMG","H6785_0000_P22.IMG",-79.41450,296.03890,-80,295
"DATA/4530/","H4530_0000_P12.IMG","H4530_0000_P22.IMG",-81.65556,300.85352,-80,300
"DATA/6735/","H6735_0000_P12.IMG","H6735_0000_P22.IMG",-78.64362,297.85851,-80,300
"DATA/4713/","H4713_0000_P12.IMG","H4713_0000_P22.IMG",-78.30196,302.81377,-80,305
"DATA/6685/","H6685_0000_P12.IMG","H6685_0000_P22.IMG",-78.96940,303.06393,-80,305
"DATA/4636/","H4636_0009_P12.IMG","H4636_0009_P22.IMG",-81.37425,309.74955,-80,310
"DATA/4702/","H4702_0000_P12.IMG","H4702_0000_P22.IMG",-79.36582,307.89961,-80,310
"DATA/2372/","H2372_0000_P12.IMG","H2372_0000_P22.IMG",-81.47006,314.82095,-80,315
"DATA/4691/","H4691_0000_P12.IMG","H4691_0000_P22.IMG",-79.11616,314.69852,-80,315
"DATA/4449/","H4449_0000_P12.IMG","H4449_0000_P22.IMG",-81.00712,329.08672,-80,330
"DATA/2163/","H2163_0000_P12.IMG","H2163_0000_P22.IMG",-77.89597,333.99499,-80,335
"DATA/6838/","H6838_0000_P12.IMG","H6838_0000_P22.IMG",-81.98635,345.87043,-80,345
"DATA/4544/","H4544_0000_P12.IMG","H4544_0000_P22.IMG",-81.02200,352.43780,-80,350
"DATA/6813/","H6813_0000_P12.IMG","H6813_0000_P22.IMG",-77.75392,355.00583,-80,355
"DATA/6795/","H6795_0000_P12.IMG","H6795_0000_P22.IMG",-75.79724, 12.09191,-75,10
"DATA/4683/","H4683_0000_P12.IMG","H4683_0000_P22.IMG",-75.15344, 18.92925,-75,20
"DATA/4650/","H4650_0000_P12.IMG","H4650_0000_P22.IMG",-75.21031, 23.03514,-75,25
"DATA/4606/","H4606_0000_P12.IMG","H4606_0000_P22.IMG",-74.93739, 27.70121,-75,30
"DATA/2547/","H2547_0000_P12.IMG","H2547_0000_P22.IMG",-73.06297, 50.35007,-75,50
"DATA/4668/","H4668_0000_P12.IMG","H4668_0000_P22.IMG",-76.28981, 50.05962,-75,50
"DATA/2514/","H2514_0001_P12.IMG","H2514_0001_P22.IMG",-74.28256, 56.49700,-75,55
"DATA/2536/","H2536_0000_P12.IMG","H2536_0000_P22.IMG",-74.59258, 52.74479,-75,55
"DATA/4657/","H4657_0000_P12.IMG","H4657_0000_P22.IMG",-75.66960, 54.67453,-75,55
"DATA/6791/","H6791_0000_P12.IMG","H6791_0000_P22.IMG",-77.45697, 53.75866,-75,55
"DATA/2459/","H2459_0000_P12.IMG","H2459_0000_P22.IMG",-74.69355, 58.43960,-75,60
"DATA/4602/","H4602_0000_P12.IMG","H4602_0000_P22.IMG",-75.17854, 58.96908,-75,60
"DATA/4558/","H4558_0000_P12.IMG","H4558_0000_P22.IMG",-74.84814, 66.98321,-75,65
"DATA/4580/","H4580_0000_P12.IMG","H4580_0000_P22.IMG",-75.58208, 62.81185,-75,65
"DATA/4514/","H4514_0000_P12.IMG","H4514_0000_P22.IMG",-75.02714, 69.56869,-75,70
"DATA/2664/","H2664_0000_P12.IMG","H2664_0000_P22.IMG",-75.27738, 75.50980,-75,75
"DATA/4393/","H4393_0000_P12.IMG","H4393_0000_P22.IMG",-77.41333, 79.00926,-75,80
"DATA/4492/","H4492_0001_P12.IMG","H4492_0001_P22.IMG",-73.14448, 78.11585,-75,80
"DATA/2543/","H2543_0001_P12.IMG","H2543_0001_P22.IMG",-75.86967, 84.02626,-75,85
"DATA/2356/","H2356_0000_P12.IMG","H2356_0000_P22.IMG",-77.38980, 91.52854,-75,90
"DATA/2521/","H2521_0000_P12.IMG","H2521_0000_P22.IMG",-74.39651, 88.67067,-75,90
"DATA/2279/","H2279_0000_P12.IMG","H2279_0000_P22.IMG",-74.67016,100.10664,-75,100
"DATA/2660/","H2660_0000_P12.IMG","H2660_0000_P22.IMG",-76.07658,107.89645,-75,110
"DATA/4422/","H4422_0000_P12.IMG","H4422_0000_P22.IMG",-74.54407,109.44873,-75,110
"DATA/4411/","H4411_0000_P12.IMG","H4411_0000_P22.IMG",-73.93720,113.07428,-75,115
"DATA/2473/","H2473_0000_P12.IMG","H2473_0000_P22.IMG",-73.12542,122.03449,-75,120
"DATA/2440/","H2440_0000_P12.IMG","H2440_0000_P22.IMG",-73.68465,124.25582,-75,125
"DATA/4616/","H4616_0000_P12.IMG","H4616_0000_P22.IMG",-73.68446,126.29817,-75,125
"DATA/6826/","H6826_0000_P12.IMG","H6826_0000_P22.IMG",-74.07349,123.57465,-75,125
"DATA/4561/","H4561_0000_P12.IMG","H4561_0000_P22.IMG",-75.69806,129.31645,-75,130
"DATA/6751/","H6751_0000_P12.IMG","H6751_0000_P22.IMG",-76.54256,128.19028,-75,130
"DATA/2319/","H2319_0000_P12.IMG","H2319_0000_P22.IMG",-76.78613,136.52903,-75,135
"DATA/2330/","H2330_0000_P12.IMG","H2330_0000_P22.IMG",-74.35357,133.80948,-75,135
"DATA/4528/","H4528_0000_P12.IMG","H4528_0000_P22.IMG",-74.77160,133.66114,-75,135
"DATA/2165/","H2165_0000_P12.IMG","H2165_0000_P22.IMG",-77.48998,139.34756,-75,140
"DATA/4733/","H4733_0000_P12.IMG","H4733_0000_P22.IMG",-74.47741,142.34550,-75,140
"DATA/0280/","H0280_0000_P12.IMG","H0280_0000_P22.IMG",-74.34114,146.29254,-75,145
"DATA/4418/","H4418_0000_P12.IMG","H4418_0000_P22.IMG",-75.82661,144.69910,-75,145
"DATA/6708/","H6708_0000_P12.IMG","H6708_0000_P22.IMG",-73.17133,146.66619,-75,145
"DATA/4385/","H4385_0000_P12.IMG","H4385_0000_P22.IMG",-73.19907,148.51804,-75,150
"DATA/4678/","H4678_0000_P12.IMG","H4678_0000_P22.IMG",-76.83554,149.03422,-75,150
"DATA/4700/","H4700_0000_P12.IMG","H4700_0000_P22.IMG",-75.31818,148.28181,-75,150
"DATA/6658/","H6658_0000_P12.IMG","H6658_0000_P22.IMG",-73.85953,150.18261,-75,150
"DATA/4689/","H4689_0000_P12.IMG","H4689_0000_P22.IMG",-75.75472,153.86977,-75,155
"DATA/2403/","H2403_0000_P12.IMG","H2403_0000_P22.IMG",-72.73684,163.68226,-75,165
"DATA/4784/","H4784_0000_P12.IMG","H4784_0000_P22.IMG",-74.39670,171.80672,-75,170
"DATA/2663/","H2663_0000_P12.IMG","H2663_0000_P22.IMG",-75.08086,173.90981,-75,175
"DATA/4469/","H4469_0000_P12.IMG","H4469_0000_P22.IMG",-72.94574,172.66469,-75,175
"DATA/4425/","H4425_0000_P12.IMG","H4425_0000_P22.IMG",-74.12445,180.39459,-75,180
"DATA/4718/","H4718_0000_P12.IMG","H4718_0000_P22.IMG",-73.87527,178.89517,-75,180
"DATA/4674/","H4674_0000_P12.IMG","H4674_0000_P22.IMG",-76.42224,183.09660,-75,185
"DATA/6779/","H6779_0000_P12.IMG","H6779_0000_P22.IMG",-76.42945,184.88293,-75,185
"DATA/7006/","H7006_0000_P12.IMG","H7006_0000_P22.IMG",-76.33706,183.25093,-75,185
"DATA/2454/","H2454_0000_P12.IMG","H2454_0000_P22.IMG",-76.74617,188.63607,-75,190
"DATA/4564/","H4564_0000_P12.IMG","H4564_0000_P22.IMG",-73.59089,194.54690,-75,195
"DATA/4575/","H4575_0000_P12.IMG","H4575_0000_P22.IMG",-74.23186,197.01348,-75,195
"DATA/6836/","H6836_0000_P12.IMG","H6836_0000_P22.IMG",-77.09135,194.05217,-75,195
"DATA/4509/","H4509_0000_P12.IMG","H4509_0000_P22.IMG",-75.02813,201.65381,-75,200
"DATA/4531/","H4531_0000_P12.IMG","H4531_0000_P22.IMG",-74.81825,198.82991,-75,200
"DATA/6736/","H6736_0000_P12.IMG","H6736_0000_P22.IMG",-74.34140,199.57902,-75,200
"DATA/6761/","H6761_0000_P12.IMG","H6761_0000_P22.IMG",-77.33919,200.97715,-75,200
"DATA/6963/","H6963_0000_P12.IMG","H6963_0000_P22.IMG",-75.02001,198.28932,-75,200
"DATA/0299/","H0299_0000_P12.IMG","H0299_0000_P22.IMG",-74.49384,203.87702,-75,205
"DATA/4465/","H4465_0000_P12.IMG","H4465_0000_P22.IMG",-73.79795,204.83257,-75,205
"DATA/6661/","H6661_0000_P12.IMG","H6661_0000_P22.IMG",-74.55997,203.92602,-75,205
"DATA/8889/","H8889_0000_P12.IMG","H8889_0000_P22.IMG",-73.66370,204.73361,-75,205
"DATA/4410/","H4410_0000_P12.IMG","H4410_0000_P22.IMG",-73.60513,209.42079,-75,210
"DATA/4399/","H4399_0000_P12.IMG","H4399_0000_P22.IMG",-73.72263,212.67842,-75,215
"DATA/2340/","H2340_0000_P12.IMG","H2340_0000_P22.IMG",-77.31934,226.10187,-75,225
"DATA/4615/","H4615_0000_P12.IMG","H4615_0000_P22.IMG",-74.54595,223.28591,-75,225
"DATA/2384/","H2384_0000_P12.IMG","H2384_0000_P22.IMG",-72.70088,227.93247,-75,230
"DATA/6775/","H6775_0000_P12.IMG","H6775_0000_P22.IMG",-75.50901,229.13264,-75,230
"DATA/2318/","H2318_0000_P12.IMG","H2318_0000_P22.IMG",-76.00771,232.75100,-75,235
"DATA/4765/","H4765_0000_P12.IMG","H4765_0000_P22.IMG",-76.38877,233.75092,-75,235
"DATA/4743/","H4743_0000_P12.IMG","H4743_0000_P22.IMG",-76.68128,241.26087,-75,240
"DATA/6807/","H6807_0000_P12.IMG","H6807_0000_P22.IMG",-75.37583,239.88221,-75,240
"DATA/2479/","H2479_0009_P12.IMG","H2479_0009_P22.IMG",-76.26743,248.82030,-75,250
"DATA/2578/","H2578_0000_P12.IMG","H2578_0000_P22.IMG",-74.38918,248.31553,-75,250
"DATA/4721/","H4721_0000_P12.IMG","H4721_0000_P22.IMG",-77.04474,247.94900,-75,250
"DATA/6707/","H6707_0000_P12.IMG","H6707_0000_P22.IMG",-76.08342,248.49325,-75,250
"DATA/6782/","H6782_0000_P12.IMG","H6782_0000_P22.IMG",-73.68983,247.66384,-75,250
"DATA/2369/","H2369_0000_P12.IMG","H2369_0000_P22.IMG",-76.54433,257.96166,-75,260
"DATA/4611/","H4611_0000_P12.IMG","H4611_0000_P22.IMG",-75.88583,257.97284,-75,260
"DATA/2281/","H2281_0000_P12.IMG","H2281_0000_P22.IMG",-73.04978,264.78895,-75,265
"DATA/4761/","H4761_0000_P12.IMG","H4761_0000_P22.IMG",-76.60965,263.55618,-75,265
